tx,ty,tz,rx,ry,rz,sx,sy,sz,frame
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
-0.0,0.486,0.0,-0.0,-0.0,0.0,1.0,1.0,1.0,2.5
-0.0,0.486,0.0,-0.0,0.0,0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
-0.0,0.486,-0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
-0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
-0.0,0.486,0.0,-0.0,0.0,0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
-0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
-0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,0.0,-0.0,1.0,1.0,1.0,2.5
-0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
-0.0,0.486,0.0,-0.0,-0.0,0.0,1.0,1.0,1.0,2.5
-0.0,0.486,0.0,-0.0,0.0,0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
-0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
-0.0,0.486,-0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
-0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
-0.0,0.486,0.0,-0.0,0.0,0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
-0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.0,0.486,0.0,-0.0,0.0,-0.0,1.0,1.0,1.0,2.5
-0.0,0.486,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,1.0
