tx,ty,tz,rx,ry,rz,sx,sy,sz,frame
0.022,0.005,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.018,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.037,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.062,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.09,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.119,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.149,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.177,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.202,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.221,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.234,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.239,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.236,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.227,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.214,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.197,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.177,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.155,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.131,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.108,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.084,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.062,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.042,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.025,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.012,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.003,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.0,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.004,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.015,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.033,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.055,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.082,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.111,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.142,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.174,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.205,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.234,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.26,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.283,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.3,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.312,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.316,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.312,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.302,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.287,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.266,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.243,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.216,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.187,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.158,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.128,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.1,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.073,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.049,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.029,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.014,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.004,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,2.5
0.022,0.0,-0.028,-0.0,-0.0,-0.0,1.0,1.0,1.0,1.0
